39.845240,116.422240
39.936800,116.444210
39.947710,116.405760
39.947570,116.426550
39.956130,116.506900
39.998330,116.450220
39.966480,116.340400
39.995520,116.451250
39.886800,116.642010
39.886540,116.641990
39.886510,116.642360
39.774070,116.659800
39.855910,116.395710
39.907270,116.449240
39.939340,116.405950
39.952100,116.419120
40.079740,116.586490
39.923310,116.430090
39.915030,116.515330
39.884310,116.637350
39.146520,117.139530
39.914890,116.500570
40.038580,116.210910
39.987130,116.433820
39.975360,116.362410
39.922230,116.314790
39.970430,116.313250
40.076970,116.365030
39.892090,116.378520
39.895700,116.309720
39.799970,116.411720
39.913620,116.185610
39.960730,116.476910
39.959030,116.460190
