39.867680,116.424160
39.947240,116.315910
39.871070,116.454540
39.938050,116.396880
39.926920,116.473200
39.979980,116.449140
39.966420,116.332930
39.980620,116.449480
39.886540,116.641990
39.886510,116.642360
39.886800,116.642010
39.886800,116.642010
39.884930,116.413780
40.049600,116.405740
39.939770,116.438600
39.952440,116.419230
40.079840,116.585550
39.901960,116.416710
39.930150,116.511410
39.915430,116.511770
39.146520,117.139520
39.921590,116.444920
40.040980,116.252170
39.968060,116.466070
39.975150,116.339440
39.917070,116.347790
39.966110,116.314990
40.076970,116.365030
39.913360,116.366650
39.894780,116.357040
39.815830,116.395990
39.926460,116.200470
39.958930,116.491880
39.961820,116.441090
