39.611500,116.686080
39.937110,116.444160
39.946000,116.455510
39.911860,116.375570
39.929820,116.490020
39.954790,116.446490
39.968050,116.421690
39.999470,116.452030
39.886510,116.642360
39.886540,116.641990
39.886540,116.641990
39.872160,116.630110
39.966990,116.390040
39.901530,116.367820
39.911120,116.495500
39.905650,116.411630
40.078190,116.581540
40.006380,116.503360
39.967600,116.421840
39.795120,116.474670
39.146500,117.139470
40.064130,116.582850
40.041640,116.250840
39.998360,116.347070
40.000010,116.358010
39.958530,116.296480
39.979130,116.352550
40.077540,116.365310
39.840440,116.380500
39.934550,116.100870
39.837160,116.280480
39.898410,116.375660
39.914970,116.444130
39.987650,116.482120
