39.880670,116.434330
39.901450,116.455490
39.862930,116.455490
39.932320,116.421670
39.920430,116.499370
39.949200,116.483700
39.966080,116.336000
39.959350,116.450310
39.886540,116.641990
39.886840,116.642240
39.886840,116.642240
39.872250,116.630230
39.921910,116.454950
40.027170,116.411680
39.909480,116.471800
39.908370,116.411570
40.079570,116.586740
39.902760,116.417920
40.032090,116.564660
39.868350,116.454370
39.146530,117.139620
39.932300,116.445380
40.002530,116.268090
39.965730,116.467100
39.966670,116.322370
39.910470,116.361650
39.966350,116.322970
40.077080,116.365050
39.964440,116.348500
39.896490,116.305250
39.848150,116.394490
39.921950,116.322760
39.977970,116.483660
39.959780,116.412170
