39.866630,116.424260
39.975080,116.342910
39.869740,116.419790
39.937730,116.387090
39.915430,116.513310
39.981290,116.450040
39.966410,116.333530
39.981570,116.450110
39.886840,116.642240
39.886840,116.642240
39.886840,116.642240
39.886840,116.642240
39.859790,116.394450
39.997580,116.411430
39.948160,116.443120
39.952410,116.419170
40.080130,116.586230
39.899240,116.418940
39.930140,116.511060
39.922620,116.511320
39.146540,117.139530
39.922150,116.447750
40.041460,116.251150
39.970700,116.462160
39.975190,116.344640
39.917040,116.342810
39.966870,116.314650
40.077150,116.365390
39.911010,116.375430
39.894930,116.356680
39.815440,116.396050
39.891070,116.201850
39.958920,116.491940
39.959470,116.444160
