39.867650,116.424150
39.938250,116.319330
39.864980,116.452480
39.945460,116.402080
39.887850,116.483320
39.979950,116.449150
39.966420,116.332880
39.979700,116.448930
39.886510,116.642360
39.886800,116.642010
39.886540,116.641990
39.774070,116.659800
39.892260,116.428030
40.060300,116.412940
39.926480,116.428050
39.952050,116.419010
40.079990,116.585530
39.902710,116.417780
39.937470,116.511430
39.915400,116.511480
39.146600,117.139590
39.922310,116.438000
40.039670,116.254650
39.966820,116.467980
39.975130,116.330920
39.917010,116.349300
39.966170,116.315000
40.077540,116.365310
39.913040,116.362760
39.891130,116.357120
39.821260,116.395760
39.926450,116.200360
39.958900,116.491880
39.961870,116.441040
