39.842600,116.440850
39.946430,116.443750
39.933230,116.484120
39.991250,116.361010
39.874650,116.471240
39.998400,116.449140
39.966420,116.357100
40.007360,116.451840
39.886510,116.642360
39.886800,116.642010
39.872160,116.630110
39.886800,116.642010
39.844460,116.405780
39.883080,116.459040
39.939930,116.405140
39.939930,116.433470
40.078140,116.581550
39.922860,116.433790
39.912640,116.510650
39.874910,116.644820
39.146520,117.139500
39.914400,116.482960
40.036260,116.201940
39.987330,116.401170
39.980750,116.363240
39.926920,116.303910
39.966570,116.329240
40.077080,116.365050
39.871740,116.381600
39.887830,116.190790
39.803590,116.403710
39.895470,116.234840
39.957390,116.447370
39.995680,116.456500
